"geo_type";"geo_area_id";"geo_area_name";"borough_id";"time_period";"BLL_greater_5";"BLL_greater_5_note";"BLL_greater_10";"BLL_greater_10_note";"BLL_greater_15";"BLL_greater_15_note";"num_tested";"rate_greater_5";"rate_greater_10";"rate_greater_15"
"Neighborhood (UHF 42)";"101";"Kingsbridge - Riverdale";"1";"2013";"30";"0";"4";"1";"0";"1";"3300";"9";"1.2";"0"
"Neighborhood (UHF 42)";"207";"East Flatbush - Flatbush";"2";"2015";"264";"0";"37";"0";"10";"1";"11500";"23";"3.2";"0.9"
"Neighborhood (UHF 42)";"103";"Fordham - Bronx Pk";"1";"2012";"348";"0";"52";"0";"22";"0";"12900";"27";"4";"1.7"
"Neighborhood (UHF 42)";"104";"Pelham - Throgs Neck";"1";"2010";"405";"0";"53";"0";"17";"0";"12300";"32.8";"4.3";"1.4"
"Neighborhood (UHF 42)";"301";"Washington Heights";"3";"2012";"179";"0";"24";"0";"13";"0";"10600";"16.9";"2.3";"1.2"
"Neighborhood (UHF 42)";"306";"Chelsea - Clinton";"3";"2014";"24";"0";"1";"1";"0";"1";"1700";"14.4";"0.6";"0"
"Citywide";"1";"New York City";"";"2013";"7204";"0";"910";"0";"325";"0";"322900";"22.3";"2.8";"1"
"Neighborhood (UHF 42)";"401";"Long Island City - Astoria";"4";"2009";"291";"0";"24";"0";"12";"0";"6900";"42";"3.5";"1.7"
"Neighborhood (UHF 42)";"407";"Southwest Queens";"4";"2014";"238";"0";"51";"0";"25";"0";"11000";"21.6";"4.6";"2.3"
"Neighborhood (UHF 42)";"202";"Downtown - Heights - Slope";"2";"2011";"311";"0";"31";"0";"3";"1";"8300";"37.5";"3.7";"0.4"
"Neighborhood (UHF 42)";"307";"Gramercy Park - Murray Hill";"3";"2015";"15";"0";"5";"1";"0";"1";"1900";"8.1";"2.7";"0"
"Neighborhood (UHF 42)";"402";"West Queens";"4";"2013";"459";"0";"72";"0";"21";"0";"22900";"20.1";"3.1";"0.9"
"Citywide";"1";"New York City";"";"2016";"4928";"0";"822";"0";"300";"0";"299000";"16.5";"2.7";"1"
"Neighborhood (UHF 42)";"304";"Upper West Side";"3";"2014";"54";"0";"4";"1";"0";"1";"4500";"11.9";"0.9";"0"
"Neighborhood (UHF 42)";"409";"Southeast Queens";"4";"2013";"95";"0";"18";"0";"8";"1";"6100";"15.7";"3";"1.3"
"Neighborhood (UHF 42)";"209";"Bensonhurst - Bay Ridge";"2";"2007";"437";"0";"35";"0";"12";"0";"6200";"70.2";"5.6";"1.9"
"Neighborhood (UHF 42)";"204";"East New York";"2";"2016";"158";"0";"24";"0";"3";"1";"9700";"16.3";"2.5";"0.3"
"Neighborhood (UHF 42)";"309";"Union Square - Lower East Side";"3";"2015";"41";"0";"6";"1";"1";"1";"3800";"10.8";"1.6";"0.3"
"Neighborhood (UHF 42)";"309";"Union Square - Lower East Side";"3";"2013";"59";"0";"8";"1";"2";"1";"4200";"13.9";"1.9";"0.5"
"Neighborhood (UHF 42)";"202";"Downtown - Heights - Slope";"2";"2008";"476";"0";"40";"0";"12";"0";"7100";"67.3";"5.7";"1.7"
"Citywide";"1";"New York City";"";"2007";"30493";"0";"2282";"0";"745";"0";"318200";"95.8";"7.2";"2.3"
"Neighborhood (UHF 42)";"102";"Northeast Bronx";"1";"2009";"274";"0";"27";"0";"12";"0";"7500";"36.5";"3.6";"1.6"
"Neighborhood (UHF 42)";"102";"Northeast Bronx";"1";"2013";"121";"0";"21";"0";"8";"1";"6500";"18.6";"3.2";"1.2"
"Neighborhood (UHF 42)";"205";"Sunset Park";"2";"2015";"139";"0";"21";"0";"6";"1";"9600";"14.5";"2.2";"0.6"
"Neighborhood (UHF 42)";"404";"Bayside - Little Neck";"4";"2016";"13";"0";"1";"1";"0";"1";"2200";"5.8";"0.4";"0"
"Neighborhood (UHF 42)";"207";"East Flatbush - Flatbush";"2";"2009";"799";"0";"80";"0";"26";"0";"14000";"56.9";"5.7";"1.9"
"Neighborhood (UHF 42)";"408";"Jamaica";"4";"2011";"452";"0";"59";"0";"21";"0";"14000";"32.2";"4.2";"1.5"
"Neighborhood (UHF 42)";"207";"East Flatbush - Flatbush";"2";"2012";"450";"0";"35";"0";"13";"0";"13400";"33.6";"2.6";"1"
"Neighborhood (UHF 42)";"206";"Borough Park";"2";"2016";"575";"0";"86";"0";"33";"0";"16400";"35";"5.2";"2"
"Neighborhood (UHF 42)";"306";"Chelsea - Clinton";"3";"2010";"48";"0";"4";"1";"1";"1";"2200";"21.6";"1.8";"0.5"
"Neighborhood (UHF 42)";"307";"Gramercy Park - Murray Hill";"3";"2014";"13";"0";"4";"1";"0";"1";"1800";"7.4";"2.3";"0"
"Neighborhood (UHF 42)";"406";"Fresh Meadows";"4";"2011";"67";"0";"4";"1";"1";"1";"4000";"16.8";"1";"0.3"
"Neighborhood (UHF 42)";"211";"Williamsburg - Bushwick";"2";"2005";"2072";"0";"178";"0";"70";"0";"11600";"178.3";"15.3";"6"
"Neighborhood (UHF 42)";"406";"Fresh Meadows";"4";"2014";"45";"0";"7";"1";"5";"1";"4200";"10.8";"1.7";"1.2"
"Neighborhood (UHF 42)";"410";"Rockaways";"4";"2014";"88";"0";"12";"0";"5";"1";"4900";"18";"2.4";"1"
"Neighborhood (UHF 42)";"101";"Kingsbridge - Riverdale";"1";"2016";"23";"0";"5";"1";"1";"1";"2500";"9";"2";"0.4"
"Neighborhood (UHF 42)";"210";"Coney Island - Sheepshead Bay";"2";"2011";"452";"0";"60";"0";"20";"0";"11000";"41.1";"5.5";"1.8"
"Neighborhood (UHF 42)";"207";"East Flatbush - Flatbush";"2";"2008";"1094";"0";"94";"0";"32";"0";"13800";"79.1";"6.8";"2.3"
"Citywide";"1";"New York City";"";"2006";"34629";"0";"2767";"0";"928";"0";"313900";"110.3";"8.8";"3"
"Neighborhood (UHF 42)";"203";"Bedford Stuyvesant - Crown Heights";"2";"2006";"2442";"0";"217";"0";"81";"0";"15100";"162.3";"14.4";"5.4"
"Neighborhood (UHF 42)";"405";"Ridgewood - Forest Hills";"4";"2011";"288";"0";"35";"0";"14";"0";"9700";"29.6";"3.6";"1.4"
"Neighborhood (UHF 42)";"205";"Sunset Park";"2";"2006";"737";"0";"48";"0";"19";"0";"6300";"117.6";"7.7";"3"
"Neighborhood (UHF 42)";"305";"Upper East Side";"3";"2015";"28";"0";"3";"1";"0";"1";"4200";"6.7";"0.7";"0"
"Neighborhood (UHF 42)";"207";"East Flatbush - Flatbush";"2";"2010";"788";"0";"81";"0";"33";"0";"14600";"54";"5.6";"2.3"
"Neighborhood (UHF 42)";"309";"Union Square - Lower East Side";"3";"2009";"223";"0";"8";"1";"4";"1";"5000";"44.4";"1.6";"0.8"
"Neighborhood (UHF 42)";"203";"Bedford Stuyvesant - Crown Heights";"2";"2015";"265";"0";"47";"0";"21";"0";"13100";"20.2";"3.6";"1.6"
"Neighborhood (UHF 42)";"104";"Pelham - Throgs Neck";"1";"2008";"666";"0";"45";"0";"11";"1";"12100";"54.9";"3.7";"0.9"
"Neighborhood (UHF 42)";"307";"Gramercy Park - Murray Hill";"3";"2012";"27";"0";"3";"1";"1";"1";"2000";"13.3";"1.5";"0.5"
"Neighborhood (UHF 42)";"306";"Chelsea - Clinton";"3";"2007";"186";"0";"16";"0";"3";"1";"2100";"88.2";"7.6";"1.4"
"Neighborhood (UHF 42)";"201";"Greenpoint";"2";"2008";"657";"0";"64";"0";"21";"0";"4800";"138.2";"13.5";"4.4"
"Neighborhood (UHF 42)";"401";"Long Island City - Astoria";"4";"2011";"189";"0";"35";"0";"11";"1";"7000";"27.1";"5";"1.6"
"Neighborhood (UHF 42)";"210";"Coney Island - Sheepshead Bay";"2";"2010";"518";"0";"54";"0";"17";"0";"10500";"49.5";"5.2";"1.6"
"Neighborhood (UHF 42)";"501";"Port Richmond";"5";"2009";"164";"0";"25";"0";"11";"1";"3400";"47.6";"7.3";"3.2"
"Neighborhood (UHF 42)";"201";"Greenpoint";"2";"2005";"869";"0";"71";"0";"22";"0";"5100";"171.1";"14";"4.3"
"Neighborhood (UHF 42)";"202";"Downtown - Heights - Slope";"2";"2012";"217";"0";"25";"0";"6";"1";"7600";"28.4";"3.3";"0.8"
"Neighborhood (UHF 42)";"205";"Sunset Park";"2";"2008";"502";"0";"39";"0";"11";"1";"7500";"66.8";"5.2";"1.5"
"Neighborhood (UHF 42)";"306";"Chelsea - Clinton";"3";"2005";"227";"0";"12";"0";"4";"1";"2200";"104.9";"5.5";"1.8"
"Neighborhood (UHF 42)";"103";"Fordham - Bronx Pk";"1";"2006";"1458";"0";"120";"0";"40";"0";"13300";"109.7";"9";"3"
"Neighborhood (UHF 42)";"501";"Port Richmond";"5";"2014";"100";"0";"16";"0";"2";"1";"3000";"33";"5.3";"0.7"
"Neighborhood (UHF 42)";"406";"Fresh Meadows";"4";"2007";"216";"0";"9";"1";"6";"1";"3500";"61.6";"2.6";"1.7"
"Neighborhood (UHF 42)";"310";"Lower Manhattan";"3";"2005";"94";"0";"5";"1";"1";"1";"800";"111.5";"5.9";"1.2"
"Neighborhood (UHF 42)";"502";"Stapleton - St. George";"5";"2009";"210";"0";"17";"0";"7";"1";"4800";"43.5";"3.5";"1.5"
"Neighborhood (UHF 42)";"501";"Port Richmond";"5";"2015";"56";"0";"7";"1";"4";"1";"2900";"19.3";"2.4";"1.4"
"Neighborhood (UHF 42)";"503";"Willowbrook";"5";"2016";"19";"0";"3";"1";"0";"1";"2200";"8.8";"1.4";"0"
"Neighborhood (UHF 42)";"205";"Sunset Park";"2";"2005";"852";"0";"72";"0";"26";"0";"6700";"126.3";"10.7";"3.9"
"Neighborhood (UHF 42)";"201";"Greenpoint";"2";"2014";"229";"0";"23";"0";"8";"1";"4100";"56.1";"5.6";"2"
"Neighborhood (UHF 42)";"205";"Sunset Park";"2";"2010";"348";"0";"34";"0";"16";"0";"8600";"40.4";"3.9";"1.9"
"Neighborhood (UHF 42)";"202";"Downtown - Heights - Slope";"2";"2015";"132";"0";"22";"0";"4";"1";"7700";"17.2";"2.9";"0.5"
"Neighborhood (UHF 42)";"102";"Northeast Bronx";"1";"2008";"420";"0";"33";"0";"14";"0";"7300";"57.3";"4.5";"1.9"
"Neighborhood (UHF 42)";"208";"Canarsie - Flatlands";"2";"2016";"88";"0";"6";"1";"2";"1";"6900";"12.8";"0.9";"0.3"
"Neighborhood (UHF 42)";"310";"Lower Manhattan";"3";"2011";"20";"0";"1";"1";"1";"1";"1600";"12.3";"0.6";"0.6"
"Neighborhood (UHF 42)";"202";"Downtown - Heights - Slope";"2";"2010";"355";"0";"49";"0";"17";"0";"8200";"43.5";"6";"2.1"
"Neighborhood (UHF 42)";"106";"High Bridge - Morrisania";"1";"2012";"273";"0";"34";"0";"14";"0";"12000";"22.8";"2.8";"1.2"
"Neighborhood (UHF 42)";"203";"Bedford Stuyvesant - Crown Heights";"2";"2016";"243";"0";"34";"0";"12";"0";"12200";"19.9";"2.8";"1"
"Neighborhood (UHF 42)";"301";"Washington Heights";"3";"2008";"625";"0";"63";"0";"23";"0";"11200";"56";"5.6";"2.1"
"Neighborhood (UHF 42)";"107";"Hunts Point - Mott Haven";"1";"2006";"828";"0";"43";"0";"15";"0";"7900";"105";"5.5";"1.9"
"Neighborhood (UHF 42)";"205";"Sunset Park";"2";"2009";"432";"0";"42";"0";"15";"0";"7800";"55.4";"5.4";"1.9"
"Neighborhood (UHF 42)";"204";"East New York";"2";"2013";"239";"0";"32";"0";"12";"0";"10400";"23";"3.1";"1.2"
"Neighborhood (UHF 42)";"409";"Southeast Queens";"4";"2014";"97";"0";"13";"0";"5";"1";"6100";"16";"2.1";"0.8"
"Neighborhood (UHF 42)";"206";"Borough Park";"2";"2015";"591";"0";"85";"0";"25";"0";"17000";"34.8";"5";"1.5"
"Neighborhood (UHF 42)";"401";"Long Island City - Astoria";"4";"2010";"278";"0";"26";"0";"9";"1";"6900";"40";"3.7";"1.3"
"Neighborhood (UHF 42)";"503";"Willowbrook";"5";"2005";"108";"0";"3";"1";"2";"1";"2400";"44.6";"1.2";"0.8"
"Neighborhood (UHF 42)";"408";"Jamaica";"4";"2016";"223";"0";"38";"0";"13";"0";"13100";"17.1";"2.9";"1"
"Neighborhood (UHF 42)";"308";"Greenwich Village - SoHo";"3";"2010";"74";"0";"7";"1";"2";"1";"1700";"42.8";"4.1";"1.2"
"Neighborhood (UHF 42)";"410";"Rockaways";"4";"2016";"50";"0";"7";"1";"1";"1";"4600";"10.8";"1.5";"0.2"
"Neighborhood (UHF 42)";"408";"Jamaica";"4";"2008";"728";"0";"77";"0";"30";"0";"13400";"54.4";"5.8";"2.2"
"Neighborhood (UHF 42)";"407";"Southwest Queens";"4";"2008";"626";"0";"70";"0";"23";"0";"11300";"55.6";"6.2";"2"
"Neighborhood (UHF 42)";"307";"Gramercy Park - Murray Hill";"3";"2010";"51";"0";"7";"1";"2";"1";"2200";"23.5";"3.2";"0.9"
"Neighborhood (UHF 42)";"502";"Stapleton - St. George";"5";"2008";"258";"0";"36";"0";"12";"0";"5000";"51.9";"7.2";"2.4"
"Neighborhood (UHF 42)";"203";"Bedford Stuyvesant - Crown Heights";"2";"2009";"834";"0";"72";"0";"26";"0";"15900";"52.5";"4.5";"1.6"
"Neighborhood (UHF 42)";"302";"Central Harlem - Morningside Heights";"3";"2009";"289";"0";"32";"0";"8";"1";"6200";"46.6";"5.2";"1.3"
"Neighborhood (UHF 42)";"305";"Upper East Side";"3";"2010";"47";"0";"4";"1";"1";"1";"4900";"9.6";"0.8";"0.2"
"Neighborhood (UHF 42)";"203";"Bedford Stuyvesant - Crown Heights";"2";"2012";"477";"0";"69";"0";"22";"0";"14800";"32.1";"4.7";"1.5"
"Neighborhood (UHF 42)";"302";"Central Harlem - Morningside Heights";"3";"2014";"88";"0";"9";"1";"6";"1";"5500";"16";"1.6";"1.1"
"Neighborhood (UHF 42)";"103";"Fordham - Bronx Pk";"1";"2010";"629";"0";"76";"0";"21";"0";"13900";"45.1";"5.5";"1.5"
"Neighborhood (UHF 42)";"403";"Flushing - Clearview";"4";"2015";"108";"0";"15";"0";"7";"1";"9400";"11.5";"1.6";"0.7"
"Neighborhood (UHF 42)";"204";"East New York";"2";"2010";"434";"0";"50";"0";"21";"0";"11200";"38.8";"4.5";"1.9"
"Neighborhood (UHF 42)";"501";"Port Richmond";"5";"2006";"293";"0";"34";"0";"11";"1";"3300";"89.3";"10.4";"3.4"
"Neighborhood (UHF 42)";"409";"Southeast Queens";"4";"2008";"357";"0";"28";"0";"13";"0";"6500";"55";"4.3";"2"
"Neighborhood (UHF 42)";"211";"Williamsburg - Bushwick";"2";"2008";"925";"0";"84";"0";"30";"0";"11700";"79.4";"7.2";"2.6"
"Neighborhood (UHF 42)";"405";"Ridgewood - Forest Hills";"4";"2014";"167";"0";"23";"0";"6";"1";"9500";"17.6";"2.4";"0.6"
"Neighborhood (UHF 42)";"207";"East Flatbush - Flatbush";"2";"2014";"304";"0";"38";"0";"11";"1";"12200";"25";"3.1";"0.9"
"Neighborhood (UHF 42)";"102";"Northeast Bronx";"1";"2005";"826";"0";"51";"0";"17";"0";"6800";"121.6";"7.5";"2.5"
"Neighborhood (UHF 42)";"309";"Union Square - Lower East Side";"3";"2005";"643";"0";"33";"0";"12";"0";"4900";"130.5";"6.7";"2.4"
"Neighborhood (UHF 42)";"206";"Borough Park";"2";"2005";"1537";"0";"156";"0";"59";"0";"12000";"127.9";"13";"4.9"
"Neighborhood (UHF 42)";"211";"Williamsburg - Bushwick";"2";"2011";"530";"0";"65";"0";"21";"0";"12000";"44";"5.4";"1.7"
"Neighborhood (UHF 42)";"409";"Southeast Queens";"4";"2005";"641";"0";"50";"0";"17";"0";"6500";"98.7";"7.7";"2.6"
"Neighborhood (UHF 42)";"301";"Washington Heights";"3";"2016";"73";"0";"19";"0";"6";"1";"8200";"8.9";"2.3";"0.7"
"Neighborhood (UHF 42)";"405";"Ridgewood - Forest Hills";"4";"2013";"154";"0";"17";"0";"4";"1";"9600";"16.1";"1.8";"0.4"
"Neighborhood (UHF 42)";"211";"Williamsburg - Bushwick";"2";"2015";"200";"0";"34";"0";"15";"0";"9200";"21.7";"3.7";"1.6"
"Neighborhood (UHF 42)";"503";"Willowbrook";"5";"2012";"27";"0";"6";"1";"3";"1";"2400";"11.2";"2.5";"1.2"
"Neighborhood (UHF 42)";"203";"Bedford Stuyvesant - Crown Heights";"2";"2013";"357";"0";"52";"0";"17";"0";"14300";"24.9";"3.6";"1.2"
"Neighborhood (UHF 42)";"102";"Northeast Bronx";"1";"2006";"714";"0";"39";"0";"19";"0";"6900";"103.5";"5.7";"2.8"
"Neighborhood (UHF 42)";"105";"Crotona -Tremont";"1";"2010";"435";"0";"40";"0";"11";"1";"11900";"36.5";"3.4";"0.9"
"Neighborhood (UHF 42)";"402";"West Queens";"4";"2015";"361";"0";"65";"0";"19";"0";"21900";"16.5";"3";"0.9"
"Neighborhood (UHF 42)";"403";"Flushing - Clearview";"4";"2016";"74";"0";"12";"0";"4";"1";"9600";"7.7";"1.2";"0.4"
"Neighborhood (UHF 42)";"306";"Chelsea - Clinton";"3";"2011";"41";"0";"4";"1";"3";"1";"2200";"19";"1.9";"1.4"
"Neighborhood (UHF 42)";"504";"South Beach - Tottenville";"5";"2011";"38";"0";"7";"1";"2";"1";"4400";"8.6";"1.6";"0.5"
"Neighborhood (UHF 42)";"104";"Pelham - Throgs Neck";"1";"2012";"193";"0";"24";"0";"11";"1";"12000";"16.1";"2";"0.9"
"Neighborhood (UHF 42)";"501";"Port Richmond";"5";"2010";"146";"0";"20";"0";"6";"1";"3600";"40.8";"5.6";"1.7"
"Neighborhood (UHF 42)";"205";"Sunset Park";"2";"2012";"225";"0";"24";"0";"10";"1";"9100";"24.7";"2.6";"1.1"
"Neighborhood (UHF 42)";"504";"South Beach - Tottenville";"5";"2015";"22";"0";"1";"1";"0";"1";"4200";"5.3";"0.2";"0"
"Neighborhood (UHF 42)";"410";"Rockaways";"4";"2012";"85";"0";"15";"0";"3";"1";"5000";"17.1";"3";"0.6"
"Neighborhood (UHF 42)";"210";"Coney Island - Sheepshead Bay";"2";"2013";"327";"0";"36";"0";"17";"0";"10800";"30.2";"3.3";"1.6"
"Neighborhood (UHF 42)";"209";"Bensonhurst - Bay Ridge";"2";"2013";"169";"0";"29";"0";"9";"1";"7400";"22.7";"3.9";"1.2"
"Neighborhood (UHF 42)";"308";"Greenwich Village - SoHo";"3";"2008";"115";"0";"7";"1";"0";"1";"1500";"78.4";"4.8";"0"
"Neighborhood (UHF 42)";"206";"Borough Park";"2";"2006";"1660";"0";"157";"0";"54";"0";"11900";"139.9";"13.2";"4.6"
"Neighborhood (UHF 42)";"105";"Crotona -Tremont";"1";"2016";"137";"0";"34";"0";"14";"0";"10300";"13.4";"3.3";"1.4"
"Neighborhood (UHF 42)";"403";"Flushing - Clearview";"4";"2008";"312";"0";"24";"0";"11";"1";"8000";"39";"3";"1.4"
"Neighborhood (UHF 42)";"401";"Long Island City - Astoria";"4";"2008";"405";"0";"44";"0";"7";"1";"7200";"56.6";"6.2";"1"
"Neighborhood (UHF 42)";"303";"East Harlem";"3";"2007";"525";"0";"16";"0";"6";"1";"4700";"111.5";"3.4";"1.3"
"Neighborhood (UHF 42)";"402";"West Queens";"4";"2016";"345";"0";"57";"0";"21";"0";"21400";"16.1";"2.7";"1"
"Neighborhood (UHF 42)";"302";"Central Harlem - Morningside Heights";"3";"2008";"425";"0";"29";"0";"11";"1";"6200";"68.8";"4.7";"1.8"
"Neighborhood (UHF 42)";"305";"Upper East Side";"3";"2006";"248";"0";"22";"0";"8";"1";"4600";"53.8";"4.8";"1.7"
"Neighborhood (UHF 42)";"211";"Williamsburg - Bushwick";"2";"2009";"765";"0";"89";"0";"32";"0";"11900";"64.5";"7.5";"2.7"
"Neighborhood (UHF 42)";"202";"Downtown - Heights - Slope";"2";"2013";"159";"0";"15";"0";"8";"1";"7200";"21.9";"2.1";"1.1"
"Neighborhood (UHF 42)";"309";"Union Square - Lower East Side";"3";"2008";"324";"0";"15";"0";"4";"1";"5100";"63.7";"2.9";"0.8"
"Neighborhood (UHF 42)";"309";"Union Square - Lower East Side";"3";"2007";"527";"0";"18";"0";"6";"1";"5000";"106.1";"3.6";"1.2"
"Neighborhood (UHF 42)";"205";"Sunset Park";"2";"2011";"332";"0";"28";"0";"10";"1";"9300";"35.7";"3";"1.1"
"Citywide";"1";"New York City";"";"2015";"5371";"0";"908";"0";"318";"0";"311300";"17.3";"2.9";"1"
"Neighborhood (UHF 42)";"401";"Long Island City - Astoria";"4";"2014";"136";"0";"18";"0";"4";"1";"6700";"20.2";"2.7";"0.6"
"Neighborhood (UHF 42)";"306";"Chelsea - Clinton";"3";"2006";"188";"0";"15";"0";"3";"1";"2200";"84.5";"6.7";"1.3"
"Neighborhood (UHF 42)";"410";"Rockaways";"4";"2015";"48";"0";"7";"1";"2";"1";"4900";"9.9";"1.4";"0.4"
"Neighborhood (UHF 42)";"203";"Bedford Stuyvesant - Crown Heights";"2";"2007";"2132";"0";"155";"0";"52";"0";"15300";"139.5";"10.1";"3.4"
"Neighborhood (UHF 42)";"303";"East Harlem";"3";"2016";"26";"0";"5";"1";"2";"1";"3300";"7.9";"1.5";"0.6"
"Neighborhood (UHF 42)";"502";"Stapleton - St. George";"5";"2015";"77";"0";"17";"0";"4";"1";"4400";"17.4";"3.8";"0.9"
"Neighborhood (UHF 42)";"302";"Central Harlem - Morningside Heights";"3";"2012";"94";"0";"10";"1";"2";"1";"6100";"15.4";"1.6";"0.3"
"Neighborhood (UHF 42)";"106";"High Bridge - Morrisania";"1";"2008";"809";"0";"50";"0";"18";"0";"12500";"64.8";"4";"1.4"
"Neighborhood (UHF 42)";"101";"Kingsbridge - Riverdale";"1";"2014";"33";"0";"4";"1";"2";"1";"3200";"10.2";"1.2";"0.6"
"Neighborhood (UHF 42)";"501";"Port Richmond";"5";"2005";"293";"0";"44";"0";"12";"0";"2800";"106.5";"16";"4.4"
"Neighborhood (UHF 42)";"408";"Jamaica";"4";"2010";"563";"0";"63";"0";"25";"0";"13900";"40.5";"4.5";"1.8"
"Neighborhood (UHF 42)";"204";"East New York";"2";"2014";"220";"0";"40";"0";"17";"0";"10200";"21.6";"3.9";"1.7"
"Neighborhood (UHF 42)";"106";"High Bridge - Morrisania";"1";"2015";"169";"0";"22";"0";"7";"1";"10900";"15.5";"2";"0.6"
"Neighborhood (UHF 42)";"101";"Kingsbridge - Riverdale";"1";"2006";"179";"0";"18";"0";"7";"1";"2900";"60.8";"6.1";"2.4"
"Neighborhood (UHF 42)";"209";"Bensonhurst - Bay Ridge";"2";"2011";"241";"0";"35";"0";"11";"1";"7100";"34.2";"5";"1.6"
"Neighborhood (UHF 42)";"503";"Willowbrook";"5";"2014";"16";"0";"2";"1";"1";"1";"2200";"7.1";"0.9";"0.4"
"Neighborhood (UHF 42)";"103";"Fordham - Bronx Pk";"1";"2008";"951";"0";"75";"0";"25";"0";"13700";"69.5";"5.5";"1.8"
"Neighborhood (UHF 42)";"403";"Flushing - Clearview";"4";"2012";"114";"0";"19";"0";"9";"1";"8400";"13.5";"2.3";"1.1"
"Neighborhood (UHF 42)";"201";"Greenpoint";"2";"2011";"526";"0";"53";"0";"12";"0";"5000";"104.9";"10.6";"2.4"
"Neighborhood (UHF 42)";"407";"Southwest Queens";"4";"2012";"262";"0";"43";"0";"24";"0";"11300";"23.2";"3.8";"2.1"
"Neighborhood (UHF 42)";"408";"Jamaica";"4";"2015";"236";"0";"47";"0";"19";"0";"13300";"17.7";"3.5";"1.4"
"Neighborhood (UHF 42)";"406";"Fresh Meadows";"4";"2013";"60";"0";"4";"1";"3";"1";"4100";"14.7";"1";"0.7"
"Neighborhood (UHF 42)";"503";"Willowbrook";"5";"2011";"37";"0";"2";"1";"1";"1";"2500";"14.6";"0.8";"0.4"
"Neighborhood (UHF 42)";"401";"Long Island City - Astoria";"4";"2005";"754";"0";"60";"0";"30";"0";"7000";"108.2";"8.6";"4.3"
"Neighborhood (UHF 42)";"105";"Crotona -Tremont";"1";"2013";"212";"0";"30";"0";"18";"0";"11200";"19";"2.7";"1.6"
"Neighborhood (UHF 42)";"203";"Bedford Stuyvesant - Crown Heights";"2";"2011";"727";"0";"73";"0";"26";"0";"16100";"45.1";"4.5";"1.6"
"Neighborhood (UHF 42)";"503";"Willowbrook";"5";"2006";"96";"0";"4";"1";"1";"1";"2400";"39.3";"1.6";"0.4"
"Neighborhood (UHF 42)";"105";"Crotona -Tremont";"1";"2011";"338";"0";"25";"0";"4";"1";"11900";"28.4";"2.1";"0.3"
"Neighborhood (UHF 42)";"106";"High Bridge - Morrisania";"1";"2011";"380";"0";"32";"0";"11";"1";"12500";"30.4";"2.6";"0.9"
"Neighborhood (UHF 42)";"409";"Southeast Queens";"4";"2011";"198";"0";"19";"0";"4";"1";"6600";"30.2";"2.9";"0.6"
"Neighborhood (UHF 42)";"502";"Stapleton - St. George";"5";"2014";"96";"0";"11";"1";"5";"1";"4600";"20.8";"2.4";"1.1"
"Neighborhood (UHF 42)";"206";"Borough Park";"2";"2013";"780";"0";"76";"0";"24";"0";"17000";"45.8";"4.5";"1.4"
"Neighborhood (UHF 42)";"306";"Chelsea - Clinton";"3";"2009";"89";"0";"5";"1";"2";"1";"2200";"41.3";"2.3";"0.9"
"Neighborhood (UHF 42)";"407";"Southwest Queens";"4";"2007";"993";"0";"133";"0";"29";"0";"10800";"91.8";"12.3";"2.7"
"Neighborhood (UHF 42)";"201";"Greenpoint";"2";"2010";"519";"0";"59";"0";"25";"0";"5100";"101.5";"11.5";"4.9"
"Neighborhood (UHF 42)";"107";"Hunts Point - Mott Haven";"1";"2007";"699";"0";"33";"0";"10";"1";"8100";"86.4";"4.1";"1.2"
"Neighborhood (UHF 42)";"410";"Rockaways";"4";"2005";"474";"0";"29";"0";"12";"0";"4500";"106.3";"6.5";"2.7"
"Neighborhood (UHF 42)";"405";"Ridgewood - Forest Hills";"4";"2005";"735";"0";"48";"0";"17";"0";"7800";"94.8";"6.2";"2.2"
"Neighborhood (UHF 42)";"501";"Port Richmond";"5";"2008";"218";"0";"31";"0";"11";"1";"3300";"66.6";"9.5";"3.4"
"Neighborhood (UHF 42)";"310";"Lower Manhattan";"3";"2007";"82";"0";"1";"1";"0";"1";"1000";"79.2";"1";"0"
"Neighborhood (UHF 42)";"308";"Greenwich Village - SoHo";"3";"2016";"15";"0";"1";"1";"0";"1";"1400";"10.6";"0.7";"0"
"Neighborhood (UHF 42)";"107";"Hunts Point - Mott Haven";"1";"2010";"294";"0";"30";"0";"12";"0";"8400";"35";"3.6";"1.4"
"Neighborhood (UHF 42)";"101";"Kingsbridge - Riverdale";"1";"2012";"33";"0";"5";"1";"3";"1";"3400";"9.8";"1.5";"0.9"
"Neighborhood (UHF 42)";"410";"Rockaways";"4";"2006";"422";"0";"38";"0";"16";"0";"4600";"92.5";"8.3";"3.5"
"Neighborhood (UHF 42)";"208";"Canarsie - Flatlands";"2";"2008";"392";"0";"25";"0";"6";"1";"7400";"52.7";"3.4";"0.8"
"Neighborhood (UHF 42)";"301";"Washington Heights";"3";"2011";"269";"0";"35";"0";"16";"0";"11200";"24.1";"3.1";"1.4"
"Neighborhood (UHF 42)";"102";"Northeast Bronx";"1";"2007";"632";"0";"48";"0";"19";"0";"7100";"89.5";"6.8";"2.7"
"Neighborhood (UHF 42)";"307";"Gramercy Park - Murray Hill";"3";"2008";"77";"0";"7";"1";"2";"1";"1900";"41";"3.7";"1.1"
"Neighborhood (UHF 42)";"402";"West Queens";"4";"2007";"1785";"0";"149";"0";"63";"0";"21200";"84.3";"7";"3"
